id,price,description
B083542MGJ,36.98,"title: AS AWESLING Pregnancy Pillow, U Shaped Full Body Pillow, Nursing, Support and Maternity Pillow for Pregnant Women with Removable Velvet Cover (Grey)
brand: AS AWESLING
color: Velvet Grey
size: 55 Inch
model: AS-001
material: Cotton
author: 
desc: Best Pregnancy Pillow: Whether you’re in your 1st, 2nd or 3rd trimester, our comfy pillow will surround you and your baby with soft cushioning and support. Relax in pure comfort. It’s a wonderful gift for expecting mothers!"
B0042SV2OE,4.99,"title: Temporary Tattoos (5 sheets) - Nitefall(TM) Wounds
brand: SLJ Party Bags
color: Red
size: 5 Count (Pack of 1)
model: 221-P1
material: 
author: 
desc: 5 sheets of tattoos"
B08F2RS1WZ,9.99,"title: Play-Doh Peppa Pig Stylin Set with 9 Non-Toxic Modeling Compound Cans and 11 Accessories, Peppa Pig Toy for Kids 3 and Up
brand: Hasbro
color: Multicolor
size: 6.68 x 18.42 x 21.59 cm
model: F1497
material: Foam
author: 
desc: 9 NON-TOXIC PLAY-DOH COLORS: Includes 9 cans of modeling compound (contains wheat) with 57 grams of light pink and 28 grams each of yellow, red, dark pink, white, orange, green, brown and black"
B08545TYJ6,13.59,"title: SUNTQ Reusable Coffee Cups Travel - Coffee Travel Mug with Leakproof Lid - Thermal Mug Insulated Cup - Stainless Steel Coffee Travel Cup - for Hot and Cold Drinks, 13oz/380ml, Army Green
brand: SUNTQ
color: Army Green-380ml/13oz
size: 1 Count (Pack of 1)
model: 
material: Stainless Steel
author: 
desc: Functional Style, Perfect Size - SUNTQ coffee mugs have been mindfully powder coated matte surface designed with leak-proof and spill-proof features. Simple screw lid keeps your beverage secure and and Splash-proof flip-lid for convenient portable travel. Open sip hole makes it easier to drink during your travel. Comfortably carry our small insulated coffee cup in your hand or simply fit our coffee mug in cup holders."
B0BCLXZ1Q4,14.57,"title: Maybelline New York The Falsies Instant Lash Lift Look Lengthening Volumising Mascara 01, Black, 43.0 ml & Maybelline Eyeliner Hyper Precise Liquid Eyeliner Black
brand: L'Oréal
color: Falsies Washable
size: 9.6 ml (Pack of 1)
model: 3600531584696
material: 
author: 
desc: Contents: 1x Maybelline New York Mascara Falsies Lash Lift Wsh 01, Shade: Black, 9.6 ml"
B01J3OD0G4,19.99,"title: Ollny Christmas Curtain Lights Plug-in, 3m x 3m 300 LED Curtain Fairy Lights Indoor Outdoor, 8 Modes Remote Christmas Window Lights Waterfall Hanging Lights Cool White for Xmas Wall Gazebo Decorations
brand: Ollny
color: Bright White
size: 
model: LEDW306CV
material: Plastic
author: 
desc: 💡【3m x 3m Curtain Lights Mains Powered】3x3 Meters waterfall fairy lights come with extra 3.5 meters long power cord. 3M main strand, 10 drop strings, 30 LEDs per light chain a total of 300 LEDs with soft transparent wire. Mains plug in fairy lights are more stable and brighter than USB/battery/solar power supply.Pure white curtain lights are perfect for decorating Easter."
B093CBBKG8,10.0,"title: Duracell Optimum AA Alkaline Batteries [Pack of 12] 1.5 V LR6 MX1500
brand: Duracell
color: 
size: Pack of 12
model: LR06
material: 
author: 
desc: *Delivers extra life in AA-size batteries compared to the Minimum Average Duration of the 2015 IEC Digital Camera test (IEC website) **OR extra power in certain devices vs. next best Duracell alkaline AA. Results may vary by device or usage pattern. For more info: Duracell's website. ***Delivers extra Life in certain devices vs. next best Duracell alkaline AA. For more info: Duracell's website ****Delivers extra battery power in the Black and Decker BCF601C-XJ cordless screwdriver vs. next best Duracell alkaline AA. Results may vary by device or usage pattern.For more info: Duracell's website"
B09F6XHNZ5,9.69,"title: Burns Pet Natural Nutrition Adult & Senior Wet Dog Food Variety Box Chicken, Egg, Lamb & Fish 12 x 150gm
brand: Burns
color: White
size: 150 g (Pack of 12)
model: BN7303NET
material: 
author: 
desc: Developed by Veterinary surgeon, John Burns"
B01GISXVQC,4.99,"title: Boolavard Braces/Suspenders One Size Fully Adjustable Y Shaped With Strong Clips (Black)
brand: Boolavard
color: Black
size: 2.5cm in Width and 90cm in Length
model: 
material: Polyester
author: 
desc: 3.5cm in Width and 90cm in Length"
B08T19F29G,8.0,"title: PAW Patrol, Chase’s Patrol Cruiser Vehicle with Collectible Figure, for Kids Aged 3 Years and Over
brand: Paw Patrol
color: Blue
size: 
model: 6061799
material: Plastic
author: 
desc: CREATIVE PLAY: The PAW Patrol are on a roll Kids can explore their imaginations as they create all kinds of fun and exciting rescue missions for their favourite pup and vehicle"
B009DIQRMU,17.97,"title: Yummy Bee Angel Fairy Wings Costume Fancy Dress Large 60 x 40 Black White Red Deluxe Real Feathers (White)
brand: Yummy Bee
color: White
size: L
model: 5060320174473
material: 
author: 
desc: CUSTOMER SATISFACTION GUARANTEE - We LOVE our Customers and Will Do Everything to Guarantee Your Delight with our Products; If for Any Reason you're Unhappy with our Product We Offer a Full Refund; No Questions Asked"
B08DV42YPV,64.99,"title: Pro Breeze® 1500ml Premium Dehumidifier for Damp, Mould, Moisture in Home, Kitchen, Bedroom, Caravan, Office, Garage
brand: Pro Breeze
color: White
size: 1500ml
model: PB-13-AE
material: 
author: 
desc: Easy To Empty & Clean: The top of the water tank is fully detachable providing a quick and easy way to empty and clean the tank. Features a water level viewing portal."
B09H73DBFR,27.99,"title: Not a Day Over Fabulous Birthday Gifts for Women, Tumbler Gift Box, Best Happy Birthday Box for Her, Unique Gift Baskets for Mom Sister Best Friend, Thank You Gifts for Women Who Have Everything
brand: BO_HK0006CS
color: Rose Gold
size: 6 Piece Set
model: HK0006CS
material: Stainless Steel
author: 
desc: 🌸ENJOY ELEGANT TIME: Imagine the surprise of receiving this gift on her birthday. She can use this soft bath shower loofahs to take a shower first, enjoy the happiness of making up with exquisite trinket tray, rose gold mirror and makeup bag，and enjoy her new favorite tumbler for morning coffee or afternoon drink"
B089KY8XTS,8.45,"title: Oral-B Cross Action Electric Toothbrush Head with CleanMaximiser Technology, Angled Bristles for Deeper Plaque Removal, Pack of 4, White
brand: Oral-B
color: Green,white,yellow
size: 4 Pack
model: 4210201316831
material: 
author: 
desc: Compatible with all Oral-B handles except Pulsonic & iO"
B019W17T0Q,5.99,"title: L'Oréal Magic Retouch Instant Root Concealer Spray, Ideal for Touching Up Grey Root Regrowth, 75 ml, Colour: Dark Brown
brand: L'Oreal
color: Dark Brown
size: 75 ml (Pack of 1)
model: 108154503
material: 
author: 
desc: Contents: 1x L'Oréal Magic Retouch Root Spray in Dark Brown, 75 ml"
B07W1BRTCQ,16.99,"title: GREENER WALKER Poo Bags for Dog Waste, 540 Poop Bags,Extra Thick Strong 100% Leak Proof Biodegradable Dog Poo Bags (Green)
brand: GREENER WALKER
color: Green
size: 
model: 
material: 
author: 
desc: About Measures:Bag's size 13x9 inches (LxW),fits all size of dogs and each roll fits standard-size leash dispensers."
B08BBY33NT,11.99,"title: for Easyjet Airlines Cabin Bag 45x36x20 Underseat Foldable Travel Duffel Bag Holdall Tote Carry on Luggage Overnight for Women and Men 25L (Grey)
brand: Narwey
color: 3112 Grey
size: 25L
model: 
material: 
author: 
desc: ✅ EASY CARRYING - Its external storage pocket offers quick access to small items. The pouch as a strap enables the duffel to fit over the handle of common suitcase 18 20 24 26 28 32 inch for easy carrying."
B08THKYZGL,14.99,"title: Cute Cloud Night Light, Baby Night Light Kids Lamp for Bedroom, 7 Colour Changing LED Portable Cloud Lamp, Rechargeable Battery Lights for Bedroom Decorations,Nightlight for Children Christmas Gifts
brand: One Fire
color: Cloud
size: 
model: WH-A12
material: Silicone
author: 
desc: 【Baby Night Light】 compact and portable, small children can easily hold. The cute clound night light for kids can accompany with children all night. Pefect as bedroom night light, bedside night light, newborn night light."
B013YRRFJ4,11.67,"title: Crep Protect - 200ml Rain & Stain Waterproof Protector Nano Protection for Leather, Nubuck, suede & Canvas - Trainers - Sneaker Care
brand: Crep Protect
color: Black
size: One Size
model: Crep Protect Spray-U
material: Synthetic
author: 
desc: Apply your water repellent spray in a well-ventilated area. 2 coats is enough for your spray to create a water- and stain-resistant coat"
B0B85HBLF7,11.99,"title: Adults Mens 3pc Set (Police Hat, Handcuffs & Badge) Policeman Peak Cap Fancy Dress Costume Accessory
brand: Jokeshop
color: Black
size: One Size
model: 
material: Polyester
author: 
desc: 3pc Policeman Set"
B017KNZK7M,34.99,"title: Gordon’s Special London Dry Gin, 1.5 Litre
brand: Gordon's
color: 
size: 1.5 Litre
model: 
material: 
author: 
desc: Alexander Gordon started his distillery in London in 1769 and set about creating the recipe for a brilliant-tasting gin. To this day Gordon's is distilled to this same exacting standard and is the world’s ideal selling gin. Gordon's high quality and distinctive juniper flavour has come to define the taste of the classic G and T"
B08DGJMDB7,14.98,"title: King C. Gillette Cordless Beard Trimmer Kit for Men, with Lifetime Sharp Blades, Includes 3 Interchangeable Hair Clipper Combs, Gifts for Men, 2 Pin EU Plug
brand: Gillette
color: 
size: 6 Piece Set
model: 7702018541560
material: 
author: 
desc: 3 comb attachments for all beard styles: stubble 1 millimeter, short 3-11 millimeters, and long 13-21 millimeters"
B075JJ74KZ,4.99,"title: Womens Black Rose Floral Patterned Fishnet Tights / Fashion Pantyhose
brand: Simply Joshimo
color: Black
size: One Size
model: 
material: 76% Polyamide, 16% Elastane, 8% Cotton
author: 
desc: Couple with your Favourite Dress, Skirt, Shorts or Jeans for that Perfect Classy Outfit!"
B0B8SKLC96,12.11,"title: Tommee Tippee Night Time Soothers, 18-36m, Pack of 6 Dummies, Symmetrical Orthodontic Design, BPA-Free Silicone Baglet
brand: Mayborn Group Ltd
color: Multi
size: 18-36 Monate (6er Pack)
model: 433556
material: Silicone
author: 
desc: Acceptance guaranteed: Accepted by 97.5% of babies**, the 100% medical-grade, BPA-free silicone teat is soft, flexible but extremely durable and won’t absorb stains and odours"
B00TXCK8S0,8.99,"title: Black Feather Dark Angel Wings and Halo Fancy Dress Costume Set Halloween Costume Gothic Dark Angel
brand: Allsorts®
color: Black
size: 
model: WA29012BLACK&ZDA29003BLACK (AA)
material: Plastic
author: 
desc: Black Feather Wings and Halo Set"
B078J43T9V,10.0,"title: Airwick Essential Mist Kit, Essential Oil Diffuser Air Freshener for Aromatherapy, Balancing Peony & Jasmine (1 x Diffuser and 1 x Refill), Lasts Up to 45 Days
brand: Airwick
color: Black
size: 5 Count (Pack of 1)
model: 3053603
material: Cherry
author: 
desc: Beautiful: Its elegant, compact, portable design enhances any decor"
B0B9RZSX5Y,29.99,"title: Wireless Headphones, Bluetooth 5.3 Headphones Sports Wireless Earbuds Hifi Stereo Noise Cancelling Headphones with HD Mic, 50H Playtime Bluetooth Earphones Dual LED Display, USB-C, IP7 Waterproof, Gym
brand: Donerton
color: Black
size: 
model: A20
material: Plastic
author: 
desc: 2022 Bluetooth 5.3 Technology and Auto Pairing: The wireless headphones are equipped with upgraded Bluetooth 5.3 high-performance chip, support HSP, HFP, A2DP, AVRCP, which provides you an a smoother and clearer audio experience with faster transmission speed and stronger connection stability. One-step pairing technology, the bluetooth earbuds can easily enter the pairing mode immediately after leaving the charging compartment, and automatically connect with the previously connected phone."
B09HSLLN3K,14.99,"title: abeec Christmas Crafts Box - Arts and Crafts Supplies for Kids – Kids Craft Box Contains Christmas Craft for Kids - Lolly Pop Sticks, Googly Eyes, Pipe Cleaners – Christmas Craft Kits for Kids
brand: RMS International Limited
color: 
size: 
model: AMZ-0946
material: Foam
author: 
desc: Childrens Christmas Crafts - Art And Craft Supplies - Ideal For Kids Christmas Craft, Craft Christmas Decorations, Christmas Crafts For Children, Make Your Own Christmas Decorations And Christmas Card Making Kits"
B002IRKE9A,1.39,"title: Helix Oxford Twin Pack of Erasers, Oxford Blue, Large
brand: Helix
color: Oxford Blue
size: Large 2 Pack
model: Y27012
material: 
author: 
desc: Each eraser measures: 64 x 21 x 12 mm"
B01CTYAEY6,6.22,"title: Safety First Aid Group HypaCover Adhesive Wound Dressing - Medium, 8.6 x 6 cm (Pack of 25) Sterile Hypoallergenic
brand: Safety First Aid
color: White
size: Medium (8.6 x 6 cm)
model: D7137
material: Nylon
author: 
desc: Breathable adhesion can easily contour to awkward areas of the body"
B07RLDW1VZ,59.99,"title: PROIRON Neoprene Dumbbell 12kg Set with Stand (1 kg+2kg+3kg in pair)
brand: PROIRON
color: #0 (1 kg+2kg+3kg in pair) 12kg with stand
size: 
model: PRKNDS12K
material: Cast Iron
author: 
desc: (1kg+2kg+3kg) Three pairs of dumbbells comes with a free stand. Not only the best gears set for starter and family, but also a good choice as a decent gift."
B00125KZN4,0.95,"title: Johnson's Baby Cotton Buds, Pack of 200
brand: Johnson & Johnson
color: White
size: 200 Count (Pack of 1)
model: 9028800
material: plastic
author: 
desc: 100% pure cotton"
B09SGP1V4F,6.49,"title: SJ TRADERS Elf Bar Disposable Vape 600 Puffs, No Nicotine, Fruity Flavours Starter Kit, Prefilled and Precharged E Cigarettes, Draw-Activated Vape, 0mg Nicotine Quit Smoking Tool (Apple Peach)
brand: SJ TRADERS
color: Blue
size: 
model: 
material: 
author: 
desc: ✔️ Compact and Portable – Elf Bar disposable pod has a compact slim design, easy to carry in pocket and bag. No need to refill it with e-liquid, charge it, or change any pods or coils, 600 Puff in each disposable bar which lasts around 4 pods"
B00466EVAE,10.95,"title: STANLEY 0-10-825 FATMAX Retractable Folding Knife
brand: Stanley
color: Yellow/Silver
size: -
model: 0-10-825
material: 
author: 
desc: Ergonomic, rugged design for heavy duty use"
B003E6XD2E,5.94,"title: Radox Mineral Therapy Feel Awake body wash with scents of Fennel & Sea Minerals 2-in-1 Shower Gel & Shampoo for a reviving shower experience 250 ml, transparent, pack of 6
brand: Radox
color: Transparent
size: 250 ml (Pack of 6)
model: 47212
material: Glass
author: 
desc: Feel the fresh energising sea breeze rouse you from the state of sleep – a short, sharp, refreshing wake-up call with our shower gel"
B083V6WNXC,99.99,"title: Instant Vortex 4-in-1 Digital Air Fryer, Health Air Fryer, Bake, Roast and Reheat, 1700W of Power with Timer, Non-Stick – 5.7 Litre
brand: Instant Pot
color: Black
size: 5.7L - Single
model: Vortex 6
material: Plastic
author: 
desc: CRISPED TO PERFECTION WITH 95% LESS OIL – create healthy versions of your favourite foods. The Vortex air fryer achieves that perfectly crisp fried texture and flavour, without the fat."
B0B2DK1XTQ,10.99,"title: 2-Pack 0.5M USB C Cable 3.1A Fast Charger Cable Braided Compatible for Samsung Galaxy Flip/Fold z3 S10 S9 S8 S20 S21 S22 A02s A03s A12/13 A21s/22/20 A32 A52s/51 A70/72 Note 20/10, Google Pixel,Oneplus
brand: AviBrex
color: Grey
size: 0.5m+0.5m
model: 
material: 
author: 
desc: ✅[3.1A Fast Charging]: 3.1A Fast Charge, data transfer speed can reach 40~60MB/S (480Mbps), AviBrex USB C Cable accelerate the speed by delivering 5V/3.1A safe charging power (25% faster) compared with other cables which provides 5V/2.4A current. (Note: Support fast charging for Samsung Galaxy Note 10/Note 10 Plus, but require a USB-A QC3.0/QC2.0/AFC charger)."
B0B4VD6HF7,14.99,"title: Halloween Spider Web Decorations,Giant Halloween Round Shape Triangle Spider Web and Realistic Scary Fake Large Hairy Spider Props Set for Outdoor Indoor Porch Party Decor
brand: PUHPIG
color: Spider Web Decoration-4
size: 1
model: Halloween Spider Web Decorations
material: Metal
author: 
desc: 👻 A Big Hit FOR Halloween - With scary appearance and red eyes, these creepy plastic fake hairy spider as decoration can create an creepy atmosphere in Halloween themed parties, haunted houses or carnivals. Also suitable for birthday party and school events, this scary black large spider as a prank will make a deep impression on your friends and classmates."
B06XWKBBB6,42.4,"title: Vileda Turbo Microfibre Mop and Bucket Set with Extra 2-in-1 Head Replacement, Spin Mop for Cleaning Floors, Set of 1x Mop, 1x Bucket and 1x Refill
brand: Freudenberg Household Products
color: Red
size: 29.6 x 48.6 x 29.3 cm
model: 157581
material: Microfibre
author: 
desc: Easy carry handle for ideal balance"
B07MVG2QXH,9.9,"title: Baylis & Harding Black Pepper & Ginseng Moisturising Shower Gel for Men 500ml, Pack of 3 - Vegan Friendly
brand: Baylis & Harding
color: Black Pepper Shower Gel
size: 500 ml (Pack of 3)
model: BMMSGBP
material: 
author: 
desc: Black pepper and ginseng is the perfect blend of stimulating fruity and spicy top notes with rich base notes of sandalwood and cedar wood"
B09CB2YNYQ,40000000.07,"title: Russell Hobbs RHSM1001-G Steam and Clean 1400W Steam Mop with 3 Replacement Microfibre Mop Pads, Lightweight, Kills 99.9% Bacteria, 350ml Water Tank, White & Aqua with Free 2 Year Guarantee
brand: Russell Hobbs
color: White & Aqua
size: 
model: RHSM1001-G
material: Plastic
author: 
desc: CLEAN FOR LONGER - This steam Mop has up to 25 minute steam time, ideal when you have a large area to clean."
B08HK72M5W,19.99,"title: RongYiGo Pet Bed for Small/Medium/Big/Extra Large Dogs, Super Soft Pet Sofa Cats Bed，Self Warming and Breathable Pet Bed Premium Bedding (S, BLACK)
brand: RongYiGo
color: BLACK
size: S
model: 
material: Cotton
author: 
desc: 【24 HOUR ONLINE SERVICE】: Just Feel free to contact us if you have question about the dog sofa, and we will help you to solve all your problems ASAP, to provide you the most satisfactory shopping experience."
B08KLPP35X,5.79,"title: 2022 Remembrance Day Poppy Badges Pins Brooch All Gave Some Some Gave All Never Forget Badge Veterans Memorial Armistice Day
brand: best badge
color: red-s
size: 
model: 480
material: Metal
author: 
desc: In Remembrance of All the Fallen in World War"
B09VPKH5MW,6.95,"title: 25cm (10"") Large Party Sparklers (10 Sparklers)
brand: Black Cat Fireworks Ltd
color: 
size: 10 Sparklers
model: 
material: 
author: 
desc: Burn Time 50-60 Seconds"
B07HCY1VZT,6.99,"title: Extra Select Premium Hygiene Cat Litter, 10 Litre
brand: Extra Select
color: 
size: 10 Litre
model: 09ESH10L
material: 
author: 
desc: Hygienic"
B08LQ5JJGL,10.49,"title: Caroline Shatuik Mattress Protector Single Bed Quilted - Padded Deep Mattress Cover - Anti Allergy Single Mattress Protector - Not Waterproof (Single 90 x 190 +30cm)
brand: CAROLINE SHATUIK
color: White
size: Single (90 x 190 + 30cm)
model: 
material: Polyester, Microfiber
author: 
desc: EASY WASH :  No Hassle Cleaning Is Something We All Love. Simply wash it @40c and tumble dry on low settings and our pad's diamond stitching provides comfort and durability while preventing material bunching in the wash."
B0B2SFX3SR,25.0,"title: wilko 3 Tier Deluxe Airer, Foldable and Hard-wearing Airer with 4 Corner Hooks and Sock Dryer, 14m Airing Capacity
brand: wilko
color: Silver
size: 
model: 
material: 
author: 
desc: Easy to move and store: the deluxe comes in a compact, foldable design easy to move around the home and easily store away when not in use."
B0B1BR8MJB,40000000.07,"title: LEGO 42138 Technic Ford Mustang Shelby GT500 Set, Pull Back Drag Racing Model Car Toy & 76908 Speed Champions Lamborghini Countach, Race Car Toy Model Replica, Collectible Building Set
brand: LEGO
color: Multicolor
size: 
model: 42138
material: Plastic
author: 
desc: After putting the model car through its paces, attach the rear cover to create a sleek bedroom decor piece you can display with pride"
B08PBB8HXN,7.99,"title: URAQT Blue Light Blocking Glasses, 2 Pack Anti Blue Light Glasses HD Vision Computer Gaming Glasses, Anti Glare Glasses with Blue Light Filter, Light Weight Clear Lens Reading Glasses for Women Men
brand: URAQT
color: Black & White
size: 2 Count (Pack of 1)
model: 
material: Polycarbonate
author: 
desc: ✓【Anti-Glare Coating Lens】URAQT anti blue light glasses are anti-glare coating is added to lenses to reduce glare caused by light hitting the back of the lenses. Light protection glasses can improve vision, avoid long-term use of electronic products to damage the eyes. Suitable for phone/computer/gaming/TV/outdoor activities."
B08DV7WPX6,14.99,"title: thegiftbox Scented Candle Gifts for Women with Notebook and Pen Gifts for Mum Ladies Luxury Gifts for Birthday Christmas Gifts (Sweetstar)
brand: the gift box
color: Sweetstar
size: 
model: 
material: Wax
author: 
desc: BEAUTIFUL GIFTS OF NOTEBOOK, PEN, 2 X SCENTED TIN CANDLES AND TEALIGHTS PACKAGED IN A PREMIUM GIFT BOX, tied with a luxury ribbon. The Luxury Gifts including Candle Gift Set and Notebook and Pen gift sets come in large gift box that enhances the gifting experience. Stationery Gifts for her that are Relaxing, useful in Meditation, Spiritual, Wellbeing and mindfulness activities. An ideal birthday present for women and gifts for those who enjoy gift sets."
B00NTCH52W,8.81,"title: Amazon Basics AA 1.5 Volt Performance Alkaline Batteries - Pack of 20 (Appearance may vary)
brand: Amazon Basics
color: Grey
size: 20 Pack
model: ALK AA20FFP-U AMZ
material: 
author: 
desc: 10-year leak-free shelf life; air- and liquid-tight seal locks in the power until it’s needed thanks to the improved design, which includes dual crimps, a new zinc composition, and anti-corrosion components"
B07712B8KP,60.0,"title: Tower T80904RB Kitchen Bin with Sensor Lid, Automatic Soft-Close, Manual Override, 58 Litre, Black and Rose Gold
brand: Tower
color: Black and Rose Gold
size: 58 Litre
model: T80904RB
material: Stainless Steel
author: 
desc: 3 YEAR WARRANTY: Comes with a standard 1 year warranty, with an extension available when you register the product through the Tower Housewares website"
B09QL7KWCK,34.99,"title: Wahl Colour Pro Cordless Clipper Kit, Soft Hairbrush Neck Duster, 12 Colour Coded Guide Combs, Hair Clippers for Men, Head Shaver, Men's Hair Clippers, Easy Home Haircutting, Family Haircuts
brand: WAHL
color: Blue and White
size: 
model: 9649-806
material: 
author: 
desc: CORD CORDLESS FLEXIBILITY - Cordless operation with an impressive 60-minute run time for freedom to move whilst styling. If you run out of power, simply plug it in and use while corded"
B07YB1H54T,13.99,"title: Surom Case for New iPad 10.2 Inch 2021/2020/2019 (9th/8th/7th Gen), Shockproof Lightweight Convertible Handle Stand Protective Kids Case for 2021/2020/2019 iPad 10.2, iPad Air 3 10.5 2019, Black
brand: Surom
color: Black
size: 
model: 
material: Ethylene Vinyl Acetate
author: 
desc: Case made of high quality Non Toxic dense EVA foam material with rugged frame surface."
B09HT19S1R,2.99,"title: Smukdoo Nail Files Set,12PCS Professional Nail Files Double Sided Emery Board,Fingernal Buffing Files for Home,100/180 Grit
brand: Smukdoo
color: Black
size: File-12
model: File-12
material: Emery
author: 
desc: Easy to Use:The nail files are easy to use,You could make nail shape as per your needs,The nailes files are washable.Easy to clean."
B08T1HR5CS,21.5,"title: HP 305, Black/Tri-Colour Original Ink Cartridges (6ZD17AE) (Pack of 2)
brand: HP
color: Black and Tri-Colour
size: Pack of 2
model: 6ZD17AE
material: 
author: 
desc: Cartridges Per Pack: 2"
B07KNTPTXK,9.99,"title: IMFAA 100% Waterproof Single Mattress Protector - Extra Deep 30 Cm Stretch Skirt - Single Terry Towel Mattress Topper – Anti-Allergy and Breathable Fitted Mattress Cover.(Single(90x190+30)Cm)
brand: IMFAA
color: White
size: Single(90x190+30)Cm
model: 
material: Cotton
author: 
desc: Breathable: Covers are anti allergy ,easy to care, soft, comfy and also dry evening's sleep."
0141376139,4.0,"title: There's a Dragon in Your Book (Who's in Your Book?)
brand: Puffin
color: 
size: 
model: 28353877
material: 
author: Abbott, Greg
desc: "
B07Z9NZRR8,12.99,"title: KING KARAN® 5* High Quality Bubble Wrap Roll 500mm x 100m (Small Air Bubbles)
brand: KING KARAN
color: Clear
size: 500MM X 100M
model: 
material: 
author: 
desc: 5* PREMUIM QUALITYBUBBLE WRAP"
B097FB6N9T,77.0,"title: Oral-B Pro 3 Electric Toothbrush with Smart Pressure Sensor, 1 Cross Action Toothbrush Head & Mondrian Travel Case, 3 Modes with Teeth Whitening, Christmas Gifts for Men/Women, 2 Pin UK Plug, 3500
brand: Oral-B
color: Black Mondrian
size: Pack of 1
model: Model D505.513.3X
material: 
author: 
desc: 3 BRUSHING MODES: daily clean, whitening and sensitive"
B07TLKG5SB,14.9,"title: Blue Large Cat Litter Tray Box High Sided UK Deep Toilet Loo Adult Cats Kitten Pan Pet Loo Easy Cleaning Lowered Entry Step 11.5cm Easy Access Elderly Cat Trays Luxury CatCentre®
brand: Bolting Darts
color: Blue
size: L
model: 
material: Plastic
author: 
desc: EASY TO CLEAN: Rounded Corners Prevent Litter Sticking - Strong, Rigid Design - High Rim Prevents Spillages"
B087PM5QKQ,4.0,"title: Lindt Lindor Chocolate Truffles Box, Salted Caramel, Approximate 16 Balls, 200 g - Chocolate Balls with a Smooth Melting Filling
brand: Lindt
color: 
size: 200 g (Pack of 1)
model: 859892
material: 
author: 
desc: "
B094N6YPXN,29.99,"title: Kalolary 7.2 Feet Long Halloween Inflatable Tombstones Pathway Grave Scene Blow Up Stone Haunted House Prop Decor Outdoor Indoor Holiday Decoration Giant Lawn Inflatable Home Family Outside
brand: Kalolary
color: colourful
size: 
model: B09J25F4JL
material: 
author: 
desc: 👻 Amazing Halloween Outdoor/Indoor Decoration: The Halloween inflatable tombstones are perfect for decorating the Halloween party to delight all your neighbors and guests. You can place the blow up Halloween decoration in the garden, yard, lawn, outdoors and indoors."
B07GXD6ZJZ,40000000.07,"title: Nabance Halloween Pumpkin Carving Kit 13PCS Pumpkin Carving Kit + 10Pcs Carving Templates, Stainless Steel Halloween Decoration Accessories Halloween Pumpkin Carving Tool Set
brand: Nabance
color: Orange
size: 
model: 
material: 
author: 
desc: A cleaning cloth also includes in this Halloween pumpkin carving tool set; Simple operation also allows beginners to use these pumpkin carving kits"
B08LNLXX6R,6.99,"title: SUMMIT Punched Pockets A4, 200 Poly Pockets
brand: Hamelin Brands
color: Clear
size: 200
model: 
material: PP
author: 
desc: 40 microns"
B08HCN5W85,15.99,"title: Travel Packing Cubes, Toifucos Multifunction 8pcs/Set Travel Cubes Luggage Organiser Waterproof Travel Compression Suitcase Bag Travel Essential Bag, Dark Gray
brand: Toifucos
color: Dark Gray
size: L
model: S149732
material: Nylon
author: 
desc: ❤ Durable material: Suitcase Organizer is made of high quality nylon fabric, waterproof and tearproof. Double premium metal zipper very sturdy."
B0B1VH7XTS,16.0,"title: Glaze Super Colour Conditioning Gloss, No-Mix Semi-Permanent Hair Mask Colourant, Beach Blonde, 190ml Bottle (2-3 Hair Treatments) - Guaranteed Results
brand: Glaze
color: Beach Blonde
size: 190 ml (Pack of 1)
model: 
material: 
author: 
desc: INDEPENDENTLY TESTED BY REAL WOMEN – Over 95% of women who took part in an independent study said that after just one use Glaze Super Gloss gave them noticeably smoother, shinier hair that felt more healthy and less damaged with vibrant colour"
B010TU7LP2,19.97,"title: NSFW by Exploding Kittens - Card Games for Adults & Teens - A Russian Roulette Card Game
brand: Exploding Kittens
color: Multicoloured
size: 
model: EKG-NSFW1-1
material: Karton
author: 
desc: 15 Minutes to Play, 2-5 Players - Includes 56 cards, featuring hilarious illustrations from the creator of The Oatmeal"
B09Q68JMJG,5.95,"title: Devil Horns for Fancy Dress - Halloween Headband Red Devil Horns on Devil Horns Headband - Black Devil Horns Demon Horns Black Horns - Horns Cosplay Devil Accessories Girls Devil Horns Horns Headband
brand: REDSTAR
color: Red, Black
size: One Size
model: 
material: Plastic,Fur
author: 
desc: Demon Horns Headband - Black demon horns as a Halloween devil headband. Wear our black horns Halloween as vampire horns, devil accessories, black angel horns and as horns Halloween with a devil Halloween outfit."
B000WVZMW8,2.49,"title: Melitta 6658076 Pack Original Size 1x4, 80, Filter Coffee Makers, Brown, Paper
brand: Melitta
color: Brown
size: 80 filters
model: 6658076
material: Paper
author: 
desc: Designed to fit the Melitta original 1x4 type coffee machines"
B09QXJS2Z8,11.5,"title: Finish Quantum Infinity Shine Dishwasher Tablets bulk | Variant : REGULAR | Size: Total 83 Dishwasher Tabs |For Sparkling Clean 1st Time
brand: FINISH
color: Silver
size: 83 Count (Pack of 1)
model: 3214431
material: 
author: 
desc: Boost Your Dishwashing experience 1. For drying & spot prevention (Rinse Aid) 2. For a hygienically clean dishwasher (Machine cleaner )"
